impd,spp,grid,tl,w,spine,count,tag
TCRR,BCF,281,410,,0,1,
TCRR,BCF,281,410,,0,1,
TCRR,BCF,281,670,,0,1,
TCRR,BCF,281,770,,0,1,7618
TCRR,BCF,281,680,,0,1,
TCRR,BCF,281,730,,1,1,
TCRR,BCF,281,700,,0,1,
TCRR,BCF,281,410,,0,1,
TCRR,BCF,281,290,,0,1,
TCRR,BCF,281,460,,0,1,
TCRR,BCF,281,350,,0,1,
TCRR,BCF,281,360,,0,1,
TCRR,BCF,285,330,,1,1,
TCRR,BCF,285,270,,0,1,
TCRR,BCF,285,290,,0,1,
TCRR,BCF,285,290,,0,1,
TCRR,BCF,285,340,,1,1,
TCRR,BCF,285,300,,0,1,
TCRR,BCF,285,280,,0,1,
TCRR,BCF,285,270,,0,1,
TCRR,BCF,285,310,,0,1,
TCRR,BCF,285,270,,0,1,
TCRR,BCF,285,260,,0,1,
TCRR,BCF,285,270,,0,1,
TCRR,BCF,285,270,,0,1,
TCRR,BCF,285,280,,0,1,
TCRR,BCF,285,270,,0,1,
TCRR,BCF,285,280,,0,1,
TCRR,BCF,285,270,,0,1,
TCRR,BCF,285,250,,0,1,
TCRR,BCF,285,250,,1,1,
TCRR,BCF,285,290,,0,1,
TCRR,BCF,285,300,,0,1,
TCRR,BCF,285,240,,1,1,
TCRR,BCF,285,290,,0,1,
TCRR,BCF,285,270,,0,1,
TCRR,BCF,285,270,,0,1,
TCRR,BCF,285,310,,0,1,
TCRR,BCF,285,270,,0,1,
TCRR,BCF,293,260,,0,1,
TCRR,BCF,293,260,,0,1,
TCRR,BCF,293,230,,0,1,
TCRR,BCF,293,280,,0,1,
TCRR,BCF,293,290,,0,1,
TCRR,BCF,293,270,,0,1,
TCRR,BCF,293,300,,0,1,
TCRR,BCF,293,280,,0,1,
TCRR,BCF,293,280,,0,1,
TCRR,BCF,293,270,,0,1,
TCRR,BCF,293,270,,0,1,
TCRR,BCF,293,260,,0,1,
TCRR,BCF,293,600,,0,1,
TCRR,BCF,293,590,,0,1,
TCRR,BCF,293,340,,1,1,
TCRR,BCF,293,280,,0,1,
TCRR,BCF,293,330,,0,1,
TCRR,BCF,293,270,,0,1,
TCRR,BCF,333,290,,0,1,
TCRR,BCF,333,280,,0,1,
TCRR,BCF,333,270,,0,1,
TCRR,BCF,334,330,,0,1,
TCRR,BCF,379,290,,0,1,
TCRR,BCF,395,300,,0,1,
TCRR,BCF,395,310,,0,1,
TCRR,BCF,414,290,,0,1,
TCRR,BCF,414,280,,0,1,
TCRR,BCF,414,280,,0,1,
TCRR,BCF,414,260,,0,1,
TCRR,BCF,414,280,,0,1,
TCRR,BCF,414,310,,0,1,
TCRR,BCF,414,260,,0,1,
TCRR,BCF,414,250,,0,1,
TCRR,BCF,414,310,,0,1,
TCRR,BCF,414,280,,0,1,
TCRR,BCF,414,290,,0,1,
TCRR,BCF,414,290,,0,1,
TCRR,BCF,414,180,,0,1,
TCRR,BCF,414,250,,0,1,
TCRR,BCF,414,270,,0,1,
TCRR,BCF,414,320,,0,1,
TCRR,BCF,416,280,,0,1,
TCRR,BCF,416,270,,0,1,
TCRR,BCF,416,240,,0,1,
TCRR,BCF,416,250,,0,1,
TCRR,BCF,416,290,,0,1,
TCRR,BCF,416,290,,0,1,
TCRR,BCF,416,280,,0,1,
TCRR,BCF,416,280,,0,1,
TCRR,BCF,416,240,,0,1,
TCRR,BCF,416,260,,0,1,
TCRR,BCF,416,280,,0,1,
TCRR,BCF,416,280,,0,1,
TCRR,BCF,416,130,,1,1,
TCRR,BCF,416,250,,0,1,
TCRR,BCF,416,260,,0,1,
TCRR,BCF,417,300,,0,1,
TCRR,BCF,424,500,,0,1,7912
TCRR,BCF,424,230,,0,1,
TCRR,BCF,424,690,,0,1,7936
TCRR,BCF,424,420,,0,1,
TCRR,BCF,424,270,,0,1,
TCRR,BCF,424,280,,0,1,
TCRR,BCF,424,260,,0,1,
TCRR,BCF,424,270,,0,1,
TCRR,BCF,424,280,,0,1,
TCRR,BCF,424,270,,0,1,
TCRR,BCF,424,260,,0,1,
TCRR,BCF,424,240,,0,1,
TCRR,BCF,424,300,,0,1,
TCRR,BCF,424,290,,0,1,
TCRR,BCF,424,170,,1,1,
TCRR,BCF,424,410,,0,1,
TCRR,BCF,424,280,,0,1,
TCRR,BCF,424,290,,0,1,
TCRR,BCF,424,510,,0,1,
TCRR,BCF,424,250,,0,1,
TCRR,BCF,424,520,,0,1,
TCRR,BCF,424,290,,0,1,
TCRR,BCF,425,270,,0,1,
TCRR,BCF,425,260,,0,1,
TCRR,BCF,425,270,,0,1,
TCRR,BCF,425,270,,0,1,
TCRR,BCF,425,290,,0,1,
TCRR,BCF,425,260,,0,1,
TCRR,BCF,425,240,,0,1,
TCRR,BCF,425,260,,0,1,
TCRR,BCF,425,270,,0,1,
TCRR,BCF,425,280,,0,1,
TCRR,BCF,425,280,,0,1,
TCRR,BCF,425,250,,0,1,
TCRR,BCF,425,260,,0,1,
TCRR,BCF,425,320,,0,1,
TCRR,BCF,425,300,,0,1,
TCRR,BCF,425,300,,0,1,
TCRR,BCF,425,300,,0,1,
TCRR,BCF,425,270,,0,1,
TCRR,BCF,425,260,,0,1,
TCRR,BCF,425,260,,0,1,
TCRR,BCF,425,270,,0,1,
TCRR,BCF,425,270,,0,1,
TCRR,BCF,425,270,,0,1,
TCRR,BCF,425,250,,0,1,
TCRR,BCF,425,270,,0,1,
TCRR,BCF,425,250,,0,1,
TCRR,BCF,434,260,,0,1,
TCRR,BCF,434,270,,0,1,
TCRR,BCF,434,270,,0,1,
TCRR,BCF,434,200,,0,1,
TCRR,BCF,434,270,,0,1,
TCRR,BCF,434,250,,0,1,
TCRR,BCF,434,300,,0,1,
TCRR,BCF,434,280,,0,1,
TCRR,BCF,434,290,,0,1,
TCRR,BCF,434,280,,0,1,
TCRR,BCF,434,250,,0,1,
TCRR,BCF,434,290,,0,1,
TCRR,BCF,434,280,,0,1,
TCRR,BCF,434,260,,0,1,
TCRR,BCF,434,260,,0,1,
TCRR,BCF,434,280,,0,1,
TCRR,BCF,434,300,,0,1,
TCRR,BCF,434,280,,0,1,
TCRR,BCF,434,200,,0,1,
TCRR,BCF,434,290,,0,1,
TCRR,BCF,434,270,,0,1,
TCRR,BCF,434,260,,0,1,
TCRR,BCF,434,270,,0,1,
TCRR,BCF,434,230,,0,1,
TCRR,BCF,434,260,,0,1,
TCRR,BCF,434,270,,0,1,
TCRR,BCF,442,260,,0,1,
TCRR,BCF,442,240,,1,1,
TCRR,BCF,442,290,,0,1,
TCRR,BCF,442,260,,0,1,
TCRR,BCF,442,210,,1,1,
TCRR,BCF,442,260,,0,1,
TCRR,BCF,442,900,,1,1,
TCRR,BCF,442,730,,0,1,
TCRR,BCF,442,580,,0,1,
TCRR,BCF,442,680,,0,1,
TCRR,BCF,442,260,,0,1,
TCRR,BCF,442,680,,0,1,7423
TCRR,BCF,442,700,,1,1,
TCRR,BCF,442,280,,0,1,
TCRR,BCF,442,300,,0,1,
TCRR,BCF,442,260,,0,1,
TCRR,BCF,442,290,,0,1,
TCRR,BCF,442,250,,1,1,
TCRR,BCF,442,250,,1,1,
TCRR,BCF,442,230,,1,1,
TCRR,BCF,442,260,,0,1,
TCRR,BCF,442,260,,0,1,
TCRR,BCF,442,300,,0,1,
TCRR,BCF,442,280,,0,1,
TCRR,BCF,442,290,,0,1,
TCRR,BCF,442,190,,1,1,
TCRR,BCF,442,200,,1,1,
TCRR,BCF,442,270,,0,1,
TCRR,BCF,442,250,,1,1,
TCRR,BCF,442,270,,0,1,
TCRR,BCF,442,240,,1,1,
TCRR,BCF,442,290,,0,1,
TCRR,BCF,442,740,,0,1,7649
TCRR,BCF,442,760,,0,1,8334
TCRR,BCF,442,710,,0,1,7917
TCRR,BCF,442,720,,0,1,
TCRR,BCF,442,660,,0,1,
TCRR,BCF,442,530,,1,1,
TCRR,BCF,442,650,,0,1,
TCRR,BCF,442,650,,0,1,
TCRR,BCF,442,700,,0,1,
TCRR,BCF,442,500,,0,1,
TCRR,BCF,442,720,,0,1,
TCRR,BCF,442,420,,0,1,
TCRR,BCF,442,270,,0,1,
TCRR,BCF,442,240,,1,1,
TCRR,BCF,442,230,,1,1,
TCRR,BCF,442,570,,0,1,
TCRR,BCF,442,790,,1,1,
TCRR,BCF,442,420,,0,1,
TCRR,BCF,442,220,,1,1,
TCRR,BCF,442,240,,0,1,
TCRR,BCF,442,230,,1,1,
TCRR,BCF,442,170,,1,1,
TCRR,BCF,449,260,,0,1,
TCRR,BCF,449,260,,0,1,
TCRR,BCF,450,290,,0,1,
TCRR,BCF,456,230,,1,1,
TCRR,BCF,456,660,,0,1,
TCRR,BCF,456,640,,1,1,
TCRR,BCF,456,280,,0,1,
TCRR,BCF,456,350,,1,1,
TCRR,BCF,456,280,,0,1,
TCRR,BCF,456,170,,0,1,
TCRR,BCF,459,460,,0,1,
TCRR,BCF,462,500,,0,1,
TCRR,BCF,463,280,,0,1,
TCRR,BCF,463,260,,0,1,
TCRR,BCF,463,270,,0,1,
TCRR,BCF,463,260,,0,1,
TCRR,BCF,463,280,,0,1,
TCRR,BCF,463,240,,0,1,
TCRR,BCF,463,500,,0,1,
TCRR,BCF,463,280,,0,1,
TCRR,BCF,463,240,,0,1,
TCRR,BCF,463,250,,0,1,
TCRR,BCF,463,300,,0,1,
TCRR,BCF,463,190,,0,1,
TCRR,BCF,463,270,,0,1,
TCRR,BCF,463,190,,0,1,
TCRR,BCF,463,250,,0,1,
TCRR,BCF,463,270,,0,1,
TCRR,BCF,463,280,,0,1,
TCRR,BCF,463,250,,0,1,
TCRR,BCF,463,230,,0,1,
TCRR,BCF,463,280,,0,1,
TCRR,BCF,463,250,,0,1,
TCRR,BCF,463,310,,0,1,
TCRR,BCF,463,310,,0,1,
TCRR,BCF,463,170,,0,1,
TCRR,BCF,463,250,,0,1,
TCRR,BCF,463,260,,0,1,
TCRR,BCF,463,280,,0,1,
TCRR,BCF,463,280,,0,1,
TCRR,BCF,463,290,,0,1,
TCRR,BCF,468,290,,0,1,
TCRR,BCF,468,170,,1,1,
TCRR,BCF,468,630,,0,1,
TCRR,BCF,468,270,,0,1,
TCRR,BCF,468,240,,0,1,
TCRR,BCF,468,250,,0,1,
TCRR,BCF,468,250,,0,1,
TCRR,BCF,468,300,,0,1,
TCRR,BCF,468,570,,0,1,
TCRR,BCF,468,170,,1,1,
TCRR,BCF,472,310,,0,1,
TCRR,BCF,472,500,,0,1,
TCRR,BCF,475,190,,0,1,
TCRR,BCF,475,270,,0,1,
TCRR,BCF,475,280,,0,1,
TCRR,BCF,475,260,,0,1,
TCRR,BCF,475,280,,0,1,
TCRR,BCF,475,250,,0,1,
TCRR,BCF,475,280,,0,1,
TCRR,BCF,475,280,,0,1,
TCRR,BCF,475,300,,0,1,
TCRR,BCF,475,260,,0,1,
TCRR,BCF,475,290,,0,1,
TCRR,BCF,475,270,,0,1,
TCRR,BCF,475,190,,0,1,
TCRR,BCF,479,280,,0,1,
TCRR,BCF,479,240,,0,1,
TCRR,BCF,479,290,,0,1,
TCRR,BCF,479,260,,0,1,
TCRR,BCF,479,290,,0,1,
TCRR,BCF,479,240,,0,1,
TCRR,BCF,479,280,,0,1,
TCRR,BCF,479,260,,0,1,
TCRR,BCF,479,280,,0,1,
TCRR,BCF,479,280,,0,1,
TCRR,BCF,479,280,,0,1,
TCRR,BCF,479,250,,0,1,
TCRR,BCF,479,270,,0,1,
TCRR,BCF,479,170,,1,1,
TCRR,BCF,479,170,,1,1,
TCRR,BCF,479,170,,1,1,
TCRR,BCF,479,260,,0,1,
TCRR,BCF,479,250,,0,1,
TCRR,BCF,479,180,,1,1,
TCRR,BCF,479,220,,1,1,
TCRR,BCF,479,220,,1,1,
TCRR,BCF,479,270,,0,1,
TCRR,BCF,479,270,,0,1,
TCRR,BCF,479,270,,0,1,
TCRR,BCF,479,250,,0,1,
TCRR,BCF,479,240,,0,1,
TCRR,BCF,479,230,,0,1,
TCRR,BCF,479,70,,0,1,
TCRR,BCF,479,260,,0,1,
TCRR,BCF,479,250,,0,1,
TCRR,BCF,479,260,,0,1,
TCRR,BCF,479,260,,0,1,
TCRR,BCF,479,270,,0,1,
TCRR,BCF,479,240,,0,1,
TCRR,BCF,479,190,,1,1,
TCRR,BCF,479,290,,0,1,
TCRR,BCF,486,170,,0,1,
TCRR,BCF,486,280,,0,1,
TCRR,BCF,486,300,,0,1,
TCRR,BCF,486,530,,0,1,
TCRR,BCF,486,290,,0,1,
TCRR,BCF,486,280,,0,1,
TCRR,BCF,486,310,,0,1,
TCRR,BCF,488,260,,0,1,
TCRR,BCF,488,180,,0,1,
TCRR,BCF,488,210,,0,1,
TCRR,BCF,488,500,,0,1,
TCRR,BCF,488,260,,0,1,
TCRR,BCF,488,200,,0,1,
TCRR,BCF,488,170,,0,1,
TCRR,BCF,488,160,,0,1,
TCRR,BCF,488,370,,0,1,
TCRR,BCF,488,280,,0,1,
TCRR,BCF,488,140,,1,1,
TCRR,BCF,488,310,,0,1,
TCRR,BCF,488,260,,0,1,
TCRR,BCF,488,250,,0,1,
TCRR,BCF,488,280,,0,1,
TCRR,BCF,488,270,,0,1,
TCRR,BCF,488,250,,0,1,
TCRR,BCF,488,280,,0,1,
TCRR,BCF,488,270,,0,1,
TCRR,BCF,488,250,,0,1,
TCRR,BCF,488,280,,0,1,
TCRR,BCF,488,260,,0,1,
TCRR,BCF,488,260,,0,1,
TCRR,BCF,488,290,,0,1,
TCRR,BCF,488,240,,0,1,
TCRR,BCF,488,290,,0,1,
TCRR,BCF,488,170,,0,1,
TCRR,BCF,488,260,,0,1,
TCRR,BCF,488,280,,0,1,
TCRR,BCF,492,290,,0,1,
TCRR,BCF,492,260,,0,1,
TCRR,BCF,492,250,,0,1,
TCRR,BCF,492,260,,0,1,
TCRR,BCF,492,280,,0,1,
TCRR,BCF,492,220,,1,1,
TCRR,BCF,492,160,,1,1,
TCRR,BCF,492,230,,0,1,
TCRR,BCF,492,230,,0,1,
TCRR,BCF,492,320,,0,1,
TCRR,BCF,492,230,,0,1,
TCRR,BCF,492,170,,1,1,
TCRR,BCF,492,170,,1,1,
TCRR,BCF,493,250,,0,1,
TCRR,BCF,493,530,,0,1,
TCRR,BCF,494,250,,0,1,
TCRR,BCF,494,250,,0,1,
TCRR,BCF,494,570,,0,1,
TCRR,BCF,503,290,,0,1,
TCRR,BCF,503,280,,0,1,
TCRR,BCF,503,250,,0,1,
TCRR,BCF,503,190,,1,1,
TCRR,BCF,506,690,,1,1,
TCRR,BCF,506,580,,0,1,
TCRR,BCF,506,250,,0,1,
TCRR,BCF,506,230,,1,1,
TCRR,BCF,506,260,,1,1,
TCRR,BCF,506,370,,0,1,
TCRR,BCF,506,510,,0,1,
TCRR,BCF,506,650,,0,1,
TCRR,BCF,515,180,,1,1,
TCRR,BCF,515,300,,0,1,
TCRR,BCF,515,280,,0,1,
TCRR,BCF,515,280,,0,1,
TCRR,BCF,515,250,,0,1,
TCRR,BCF,515,150,,1,1,
TCRR,BCF,515,250,,0,1,
TCRR,BCF,515,260,,0,1,
TCRR,BCF,515,280,,0,1,
TCRR,BCF,515,180,,1,1,
TCRR,BCF,515,260,,0,1,
TCRR,BCF,515,290,,0,1,
TCRR,BCF,515,260,,0,1,
TCRR,BCF,515,170,,0,1,
TCRR,BCF,530,250,,0,1,
TCRR,BCF,530,250,,0,1,
TCRR,BCF,530,280,,0,1,
TCRR,BCF,530,170,,1,1,
TCRR,BCF,530,190,,0,1,
TCRR,BCF,530,310,,0,1,
TCRR,BCF,530,220,,1,1,
TCRR,BCF,530,150,,0,1,
TCRR,BCF,530,120,,1,1,
TCRR,BCF,546,190,,0,1,
TCRR,BCF,546,170,,0,1,
TCRR,BCF,546,260,,0,1,
TCRR,BCF,563,170,,0,1,
WLFC,BCF,208,239,,0,1,
WLFC,BCF,208,286,,0,1,
WLFC,BCF,208,288,,0,1,
WLFC,BCF,206,316,,0,1,
WLFC,BCF,206,432,,0,1,
WLFC,BCF,206,302,,0,1,
WLFC,BCF,206,346,,0,1,
WLFC,BCF,206,232,,0,1,
WLFC,BCF,173,296,,0,1,
WLFC,BCF,173,357,,0,1,
WLFC,BCF,173,347,,0,1,
WLFC,BCF,173,329,,0,1,
WLFC,BCF,173,276,,0,1,
WLFC,BCF,173,286,,0,1,
WLFC,BCF,173,279,,0,1,
WLFC,BCF,173,348,,0,1,8877
WLFC,BCF,234,370,,1,1,
WLFC,BCF,234,361,,1,1,
WLFC,BCF,200,289,,0,1,
WLFC,BCF,200,378,,1,1,
WLFC,BCF,200,324,,1,1,9473
WLFC,BCF,121,810,5370,1,1,
WLFC,BCF,208,280,192,0,1,
WLFC,BCF,208,320,280,0,1,
WLFC,BCF,208,270,174,0,1,
WLFC,BCF,208,350,372,0,1,
WLFC,BCF,208,290,182,0,1,
WLFC,BCF,208,240,110,0,1,
WLFC,BCF,208,330,332,0,1,
WLFC,BCF,190,500,1108,0,1,
WLFC,BCF,206,370,400,0,1,
WLFC,BCF,206,320,262,0,1,
WLFC,BCF,206,370,32,0,1,
WLFC,BCF,206,370,420,0,1,
WLFC,BCF,173,310,196,0,1,
WLFC,BCF,173,340,328,0,1,
WLFC,BCF,173,430,630,0,1,
WLFC,BCF,173,430,332,0,1,
WLFC,BCF,173,300,198,0,1,
WLFC,BCF,173,320,204,0,1,
WLFC,BCF,173,370,432,0,1,
WLFC,BCF,173,310,242,0,1,
WLFC,BCF,173,360,400,0,1,
WLFC,BCF,173,280,154,0,1,
WLFC,BCF,173,330,276,0,1,
WLFC,BCF,173,210,64,0,1,
WLFC,BCF,173,341,310,0,1,
WLFC,BCF,173,290,188,0,1,
WLFC,BCF,173,230,96,0,1,
WLFC,BCF,202,700,4100,1,1,
WLFC,BCF,251,615,2562,1,1,
WLFC,BCF,200,897,8853,1,1,
WLFC,BCF,200,824,6356,1,1,
WLFC,BCF,200,640,2520,1,1,
WLFC,BCF,200,330,250,1,1,
WLFC,BCF,200,330,242,1,1,
WLFC,BCF,200,320,242,1,1,
WLFC,BCF,200,310,208,1,1,
WLFC,BCF,194,710,3859,1,1,8728
WLFC,BCF,52,548,1526,1,1,
WLFC,BCF,50,374,414,1,1,
WLFC,BCF,27,398,502,1,1,
WLFC,BCF,60,326,235,1,1,
WLFC,BCF,77,334,285,1,1,
WLFC,BCF,77,265,136,1,1,
WLFC,BCF,77,272,136,1,1,
WLFC,BCF,113,362,385,1,1,
WLFC,BCF,137,698,3298,1,1,
WLFC,BCF,115,384,462,1,1,
WLFC,BCF,94,255,148,1,1,
WLFC,BCF,94,300,238,1,1,
WLFC,BCF,94,312,264,1,1,
WLFC,BCF,94,690,3488,1,1,
WLFC,BCF,117,390,457,1,1,
WLFC,BCF,62,288,195,1,1,
WLFC,BCF,62,257,154,1,1,
WLFC,BCF,44,433,632,1,1,
WLFC,BCF,44,369,392,0,1,
WLFC,BCF,44,228,72,1,1,
WLFC,BCF,64,324,278,0,1,
WLFC,BCF,64,378,426,1,1,
WLFC,BCF,64,430,738,1,1,9391
WLFC,BCF,66,332,,1,1,
WLFC,BCF,35,247,118,1,1,
WLFC,BCF,20,751,7510,1,1,
WLFC,BCF,20,470,910,1,1,
WLFC,BCF,33,232,106,1,1,
WLFC,BCF,50,557,1776,1,1,
WLFC,BCF,50,415,606,1,1,10363
WLFC,BCF,50,281,210,1,1,
WLFC,BCF,50,228,136,0,1,
WLFC,BCF,27,239,115,1,1,
WLFC,BCF,27,302,240,1,1,
WLFC,BCF,60,612,2250,1,1,
WLFC,BCF,60,276,135,1,1,
WLFC,BCF,60,370,446,1,1,9180
WLFC,BCF,60,322,280,1,1,
WLFC,BCF,60,280,165,1,1,
WLFC,BCF,77,300,230,1,1,9378
WLFC,BCF,77,364,140,1,1,
WLFC,BCF,77,238,120,1,1,
WLFC,BCF,77,330,270,1,1,
WLFC,BCF,77,280,180,1,1,
WLFC,BCF,77,258,127,1,1,
WLFC,BCF,77,252,115,1,1,
WLFC,BCF,58,831,6220,1,1,
WLFC,BCF,92,360,370,1,1,
WLFC,BCF,92,221,80,1,1,
WLFC,BCF,92,350,360,1,1,
WLFC,BCF,113,302,248,1,1,
WLFC,BCF,113,360,450,1,1,
WLFC,BCF,113,268,160,1,1,
WLFC,BCF,137,730,4540,1,1,
WLFC,BCF,137,660,3718,1,1,
WLFC,BCF,137,780,5448,1,1,
WLFC,BCF,137,630,2724,1,1,
WLFC,BCF,137,760,5312,1,1,
WLFC,BCF,137,630,2951,1,1,
WLFC,BCF,137,660,3178,1,1,
WLFC,BCF,137,730,4767,1,1,
WLFC,BCF,115,341,660,1,1,
WLFC,BCF,94,700,4100,1,1,
WLFC,BCF,94,317,230,1,1,
WLFC,BCF,117,364,380,1,1,
WLFC,BCF,117,240,108,1,1,
WLFC,BCF,98,330,320,1,1,
WLFC,BCF,79,510,1170,1,1,
WLFC,BCF,79,362,430,1,1,
WLFC,BCF,79,366,420,1,1,
WLFC,BCF,62,260,180,1,1,
WLFC,BCF,62,445,760,1,1,
WLFC,BCF,62,427,704,1,1,
WLFC,BCF,62,400,560,1,1,
WLFC,BCF,62,260,150,1,1,
WLFC,BCF,62,257,150,1,1,
WLFC,BCF,44,380,500,1,1,
WLFC,BCF,44,525,1328,1,1,
WLFC,BCF,44,450,750,1,1,
WLFC,BCF,44,425,675,1,1,9380
WLFC,BCF,44,350,380,1,1,
WLFC,BCF,44,430,710,1,1,
WLFC,BCF,44,377,480,1,1,
WLFC,BCF,44,440,720,1,1,10437
WLFC,BCF,44,385,530,1,1,
WLFC,BCF,44,386,520,1,1,
WLFC,BCF,44,400,570,1,1,
WLFC,BCF,44,266,160,1,1,
WLFC,BCF,44,230,100,1,1,
WLFC,BCF,64,370,450,1,1,8875
WLFC,BCF,46,350,420,1,1,
WLFC,BCF,46,435,678,1,1,
WLFC,BCF,66,220,75,1,1,
WLFC,BCF,135,662,2280,1,1,
WLFC,BCF,135,750,3570,1,1,
WLFC,BCF,135,286,160,1,1,
WLFC,BCF,135,332,250,0,1,9275
WLFC,BCF,135,261,138,0,1,
WLFC,BCF,135,300,218,1,1,
WLFC,BCF,135,334,304,0,1,
WLFC,BCF,135,230,70,1,1,
WLFC,BCF,133,873,8399,1,1,
WLFC,BCF,133,690,3060,1,1,
WLFC,BCF,131,1070,16344,1,1,
WLFC,BCF,129,706,4230,1,1,
WLFC,BCF,127,685,3270,1,1,9056
WLFC,BCF,127,670,3180,1,1,
WLFC,BCF,127,620,2560,1,1,
WLFC,BCF,127,710,3160,1,1,
WLFC,BCF,145,350,384,1,1,
WLFC,BCF,145,372,418,0,1,
WLFC,BCF,147,328,304,0,1,
WLFC,BCF,147,340,370,1,1,
WLFC,BCF,147,283,176,0,1,
WLFC,BCF,147,345,354,1,1,
WLFC,BCF,163,262,144,0,1,
WLFC,BCF,163,455,714,1,1,
WLFC,BCF,163,330,,0,1,
WLFC,BCF,163,440,640,1,1,
WLFC,BCF,163,285,,0,1,
WLFC,BCF,163,270,188,1,1,
WLFC,BCF,163,230,110,0,1,
WLFC,BCF,163,350,370,1,1,
WLFC,BCF,163,280,,0,1,
WLFC,BCF,163,275,176,1,1,
WLFC,BCF,163,310,302,1,1,
WLFC,BCF,163,294,218,1,1,
WLFC,BCF,163,270,,0,1,
WLFC,BCF,163,300,250,0,1,
WLFC,BCF,163,295,222,1,1,
WLFC,BCF,163,750,3888,1,1,
WLFC,BCF,161,650,2518,1,1,
WLFC,BCF,161,708,3534,1,1,
WLFC,BCF,176,300,,0,1,
WLFC,BCF,176,320,,0,1,
WLFC,BCF,176,760,4128,1,1,
WLFC,BCF,176,729,4050,1,1,
WLFC,BCF,241,330,,0,1,
WLFC,BCF,241,370,,0,1,
WLFC,BCF,248,641,2830,1,1,
WLFC,BCF,215,410,549,1,1,10484
WLFC,BCF,180,320,,0,1,
WLFC,BCF,180,360,,0,1,
WLFC,BCF,180,370,,0,1,9416
WLFC,BCF,180,390,426,1,1,
WLFC,BCF,180,310,,0,1,
WLFC,BCF,180,391,518,1,1,
WLFC,BCF,180,380,472,1,1,8960
WLFC,BCF,180,360,,0,1,
WLFC,BCF,180,280,,0,1,
WLFC,BCF,180,330,,0,1,
WLFC,BCF,180,260,,0,1,
WLFC,BCF,180,340,342,1,1,
WLFC,BCF,180,260,,0,1,
WLFC,BCF,180,250,,0,1,
WLFC,BCF,180,250,,0,1,
WLFC,BCF,180,310,,0,1,
WLFC,BCF,180,350,,0,1,
WLFC,BCF,180,360,,0,1,
WLFC,BCF,180,260,,0,1,
WLFC,BCF,180,292,168,1,1,
WLFC,BCF,180,270,,0,1,
WLFC,BCF,180,250,,0,1,
WLFC,BCF,180,707,3826,1,1,
WLFC,BCF,180,603,2134,1,1,
WLFC,BCF,149,270,,0,1,
WLFC,BCF,149,250,,0,1,
WLFC,BCF,149,330,,0,1,
WLFC,BCF,149,300,,0,1,
WLFC,BCF,149,260,,0,1,
WLFC,BCF,149,260,,0,1,
WLFC,BCF,149,270,,0,1,
WLFC,BCF,149,270,,0,1,
WLFC,BCF,149,330,,0,1,
WLFC,BCF,149,260,,0,1,
WLFC,BCF,149,260,,0,1,
WLFC,BCF,198,330,,0,1,8957
WLFC,BCF,198,340,318,1,1,
WLFC,BCF,165,297,228,0,1,
WLFC,BCF,165,270,,0,1,
WLFC,BCF,165,310,,0,1,
WLFC,BCF,165,300,,0,1,
WLFC,BCF,165,310,,0,1,
WLFC,BCF,165,320,,0,1,
WLFC,BCF,165,320,,0,1,
WLFC,BCF,165,258,,0,1,
WLFC,BCF,165,300,,0,1,
WLFC,BCF,165,270,,0,1,
WLFC,BCF,167,300,,0,1,
WLFC,BCF,167,260,,0,1,
WLFC,BCF,167,270,,0,1,
WLFC,BCF,153,380,,0,1,9979
WLFC,BCF,153,690,3512,1,1,
WLFC,BCF,153,330,,0,1,
WLFC,BCF,153,244,122,1,1,
WLFC,BCF,155,790,3336,1,1,
WLFC,BCF,155,340,,0,1,
WLFC,BCF,155,360,,0,1,
WLFC,BCF,155,340,,0,1,
WLFC,BCF,29,370,,0,1,
WLFC,BCF,29,420,602,1,1,
WLFC,BCF,29,510,1186,1,1,
WLFC,BCF,31,350,,0,1,
WLFC,BCF,31,310,,0,1,
WLFC,BCF,31,398,543,1,1,
WLFC,BCF,135,766,5109,1,1,
WLFC,BCF,135,938,10600,1,1,
WLFC,BCF,135,365,370,0,1,
WLFC,BCF,127,706,3415,1,1,
WLFC,BCF,147,259,148,0,1,
WLFC,BCF,178,621,2286,1,1,
WLFC,BCF,178,252,114,0,1,
WLFC,BCF,178,329,286,0,1,
WLFC,BCF,178,278,160,1,1,
WLFC,BCF,161,242,116,1,1,
WLFC,BCF,176,271,169,0,1,
WLFC,BCF,176,283,183,0,1,
WLFC,BCF,176,271,134,0,1,
WLFC,BCF,180,472,584,1,1,8554
WLFC,BCF,180,336,320,0,1,
WLFC,BCF,180,351,338,0,1,
WLFC,BCF,180,354,366,0,1,
WLFC,BCF,180,386,502,1,1,
WLFC,BCF,180,357,360,0,1,
WLFC,BCF,180,282,168,0,1,
WLFC,BCF,180,372,428,0,1,
WLFC,BCF,180,334,308,0,1,
WLFC,BCF,180,237,104,0,1,
WLFC,BCF,180,295,190,1,1,
WLFC,BCF,180,293,144,0,1,
WLFC,BCF,180,276,155,0,1,
WLFC,BCF,149,285,195,0,1,
WLFC,BCF,149,256,116,0,1,
WLFC,BCF,149,272,148,0,1,
WLFC,BCF,149,266,126,0,1,
WLFC,BCF,165,275,166,0,1,
WLFC,BCF,165,278,167,0,1,
WLFC,BCF,153,656,3080,1,1,
WLFC,BCF,153,368,,0,1,
WLFC,BCF,153,277,,0,1,
