impd,spp,grid,tl,w,spine,count,tag
ELDR,BCF,25,490,,0,1,
ELDR,BCF,40,490,,0,1,
ELDR,BCF,41,490,,0,1,
ELDR,BCF,43,490,,0,2,
ELDR,BCF,66,490,,0,1,
ELDR,BCF,76,490,,0,1,
ELDR,BCF,85,490,,0,1,
ELDR,BCF,89,490,,0,5,
ELDR,BCF,96,490,,0,2,
ELDR,BCF,98,490,,0,1,
ELDR,BCF,99,490,,0,1,
ELDR,BCF,141,490,,0,5,
ELDR,BCF,177,490,,0,1,
ELDR,BCF,193,490,,0,1,
ELDR,BCF,205,490,,0,2,
ELDR,BCF,215,490,,0,2,
ELDR,BCF,231,490,,0,1,
ELDR,BCF,443,490,,0,2,
ELDR,BCF,445,490,,0,2,
ELDR,BCF,452,490,,0,2,
ELDR,BCF,467,490,,0,1,
ELDR,BCF,476,490,1254,1,1,
ELDR,BCF,491,490,1237,0,1,
ELDR,BCF,514,491,1221,0,1,5691
ELDR,BCF,449,492,1068,0,1,
ELDR,BCF,514,492,1364,0,1,
ELDR,BCF,516,494,1213,1,1,
ELDR,BCF,471,495,1310,0,1,
ELDR,BCF,476,495,1210,1,1,
ELDR,BCF,476,495,1146,1,1,5986
ELDR,BCF,499,495,1120,1,1,
ELDR,BCF,478,496,1028,1,1,
ELDR,BCF,491,496,1350,0,1,
ELDR,BCF,491,496,1350,0,1,
ELDR,BCF,449,497,1245,0,1,
ELDR,BCF,40,500,,0,1,6116
ELDR,BCF,43,500,,0,2,
ELDR,BCF,66,500,,0,1,
ELDR,BCF,76,500,,0,1,
ELDR,BCF,78,500,,0,1,
ELDR,BCF,89,500,,0,9,
ELDR,BCF,91,500,,0,1,
ELDR,BCF,96,500,,0,3,
ELDR,BCF,98,500,,0,1,
ELDR,BCF,99,500,,0,2,
ELDR,BCF,119,500,,0,3,
ELDR,BCF,120,500,,0,1,
ELDR,BCF,131,500,,0,1,
ELDR,BCF,131,500,,0,1,6000
ELDR,BCF,149,500,,0,2,
ELDR,BCF,168,500,,0,1,
ELDR,BCF,182,500,,0,1,
ELDR,BCF,200,500,,0,1,
ELDR,BCF,205,500,,0,1,
ELDR,BCF,452,500,,0,1,
ELDR,BCF,467,500,,0,1,
ELDR,BCF,491,500,1312,0,1,6054
ELDR,BCF,491,500,1380,0,1,
ELDR,BCF,491,500,1270,0,1,
ELDR,BCF,504,500,,0,1,4386
ELDR,BCF,528,500,1500,0,1,
ELDR,BCF,554,500,1139,0,1,
ELDR,BCF,478,501,1203,1,1,
ELDR,BCF,491,502,1260,0,1,
ELDR,BCF,491,503,1440,0,1,
ELDR,BCF,441,504,1046,0,1,
ELDR,BCF,514,504,1374,0,1,
ELDR,BCF,89,505,,0,1,5239
ELDR,BCF,141,505,,0,1,5582
ELDR,BCF,441,505,1270,0,1,
ELDR,BCF,460,505,1370,0,1,
ELDR,BCF,478,505,1129,1,1,
ELDR,BCF,476,506,1228,0,1,
ELDR,BCF,491,506,1386,0,1,
ELDR,BCF,516,506,1250,1,1,
ELDR,BCF,528,506,1242,0,1,
ELDR,BCF,491,507,1250,0,1,
ELDR,BCF,491,508,1361,0,1,
ELDR,BCF,491,508,1340,0,1,
ELDR,BCF,441,509,1319,0,1,
ELDR,BCF,491,509,1310,0,1,
ELDR,BCF,40,510,,0,1,
ELDR,BCF,43,510,,0,2,
ELDR,BCF,64,510,,0,2,
ELDR,BCF,76,510,,0,2,
ELDR,BCF,89,510,,0,1,4610
ELDR,BCF,89,510,,0,7,
ELDR,BCF,96,510,,0,1,
ELDR,BCF,98,510,,0,2,
ELDR,BCF,99,510,,0,2,
ELDR,BCF,141,510,,0,2,
ELDR,BCF,149,510,,0,1,
ELDR,BCF,177,510,,0,3,
ELDR,BCF,205,510,,0,1,5006
ELDR,BCF,205,510,,0,2,
ELDR,BCF,441,510,1203,0,1,
ELDR,BCF,443,510,,0,1,
ELDR,BCF,460,510,1381,0,1,
ELDR,BCF,476,510,1355,0,1,
ELDR,BCF,476,510,1310,0,1,
ELDR,BCF,491,510,1518,0,1,
ELDR,BCF,491,510,1377,0,1,
ELDR,BCF,494,510,1430,0,1,
ELDR,BCF,499,510,1385,1,1,
ELDR,BCF,509,510,1444,0,1,
ELDR,BCF,516,510,1332,0,1,6008
ELDR,BCF,449,511,1398,0,1,
ELDR,BCF,478,511,1302,1,1,
ELDR,BCF,491,511,1341,0,1,
ELDR,BCF,491,511,1254,0,1,
ELDR,BCF,499,512,1250,1,1,
ELDR,BCF,460,513,1370,0,1,
ELDR,BCF,509,514,1350,0,1,
ELDR,BCF,89,515,,0,1,5243
ELDR,BCF,463,515,1297,0,1,
ELDR,BCF,478,515,1342,1,1,5397
ELDR,BCF,491,515,1418,0,1,
ELDR,BCF,491,515,1520,0,1,
ELDR,BCF,514,515,1245,0,1,
ELDR,BCF,449,516,1529,0,1,
ELDR,BCF,476,516,1289,0,1,
ELDR,BCF,478,516,1331,1,1,5383
ELDR,BCF,491,516,1343,0,1,
ELDR,BCF,514,517,1338,0,1,
ELDR,BCF,471,518,1460,0,1,
ELDR,BCF,476,518,1360,1,1,
ELDR,BCF,478,519,1197,1,1,
ELDR,BCF,43,520,,0,2,
ELDR,BCF,66,520,,0,1,
ELDR,BCF,78,520,,0,1,
ELDR,BCF,89,520,,0,4,
ELDR,BCF,96,520,,0,5,
ELDR,BCF,98,520,,0,1,
ELDR,BCF,99,520,,0,1,
ELDR,BCF,119,520,,0,1,
ELDR,BCF,131,520,,0,1,
ELDR,BCF,141,520,,0,2,
ELDR,BCF,149,520,,0,1,
ELDR,BCF,205,520,,0,3,
ELDR,BCF,220,520,,0,1,
ELDR,BCF,467,520,,0,1,
ELDR,BCF,471,520,1510,0,1,
ELDR,BCF,491,520,1484,0,1,
ELDR,BCF,491,520,1370,0,1,
ELDR,BCF,499,520,1340,1,1,
ELDR,BCF,509,520,1408,0,1,
ELDR,BCF,555,520,1361,0,1,
ELDR,BCF,476,521,1361,0,1,
ELDR,BCF,491,521,1580,0,1,
ELDR,BCF,471,522,1409,0,1,
ELDR,BCF,478,522,1344,1,1,
ELDR,BCF,514,522,1430,0,1,
ELDR,BCF,516,522,1238,1,1,
ELDR,BCF,555,522,1582,0,1,
ELDR,BCF,555,522,1400,0,1,
ELDR,BCF,476,523,1370,1,1,
ELDR,BCF,499,523,1438,1,1,
ELDR,BCF,463,524,1620,0,1,
ELDR,BCF,476,525,1530,0,1,
ELDR,BCF,491,525,1388,0,1,
ELDR,BCF,491,525,1466,0,1,
ELDR,BCF,491,525,147,0,1,
ELDR,BCF,528,525,1530,0,1,
ELDR,BCF,547,525,1532,0,1,
ELDR,BCF,449,526,1563,0,1,
ELDR,BCF,449,526,1418,0,1,
ELDR,BCF,471,527,1630,0,1,
ELDR,BCF,491,528,1550,0,1,
ELDR,BCF,491,528,1468,0,1,
ELDR,BCF,516,528,1291,1,1,
ELDR,BCF,441,529,1598,0,1,
ELDR,BCF,22,530,,0,1,
ELDR,BCF,57,530,,0,1,
ELDR,BCF,64,530,,0,1,
ELDR,BCF,78,530,,0,1,
ELDR,BCF,88,530,,0,1,
ELDR,BCF,89,530,,0,4,
ELDR,BCF,96,530,,0,2,
ELDR,BCF,98,530,,0,3,
ELDR,BCF,109,530,,0,1,
ELDR,BCF,117,530,,0,1,
ELDR,BCF,119,530,,0,1,
ELDR,BCF,149,530,,0,1,
ELDR,BCF,177,530,,0,1,
ELDR,BCF,205,530,,0,2,
ELDR,BCF,445,530,,0,1,
ELDR,BCF,449,530,1610,0,1,
ELDR,BCF,449,530,1650,0,1,
ELDR,BCF,467,530,,0,1,
ELDR,BCF,491,530,1680,0,1,
ELDR,BCF,509,530,1475,0,1,6473
ELDR,BCF,509,530,1580,0,1,
ELDR,BCF,441,531,1412,1,1,
ELDR,BCF,491,531,1608,0,1,
ELDR,BCF,509,532,1475,0,1,6088
ELDR,BCF,471,533,1620,0,1,
ELDR,BCF,89,534,,0,1,5075
ELDR,BCF,509,534,1570,0,1,
ELDR,BCF,476,535,1501,1,1,
ELDR,BCF,476,535,1450,0,1,5938
ELDR,BCF,491,535,1750,0,1,
ELDR,BCF,499,535,1434,1,1,5193
ELDR,BCF,491,536,1745,0,1,
ELDR,BCF,494,536,1630,0,1,
ELDR,BCF,491,537,1645,0,1,
ELDR,BCF,491,537,1680,0,1,
ELDR,BCF,491,537,1740,0,1,
ELDR,BCF,476,538,1465,0,1,
ELDR,BCF,528,539,1520,0,1,
ELDR,BCF,22,540,,0,1,
ELDR,BCF,64,540,,0,1,
ELDR,BCF,88,540,,0,1,
ELDR,BCF,89,540,,0,1,5406
ELDR,BCF,89,540,,0,5,
ELDR,BCF,96,540,,0,2,
ELDR,BCF,98,540,,0,4,
ELDR,BCF,99,540,,0,1,
ELDR,BCF,141,540,,0,1,
ELDR,BCF,154,540,,0,1,
ELDR,BCF,177,540,,0,1,
ELDR,BCF,193,540,,0,1,
ELDR,BCF,215,540,,0,1,
ELDR,BCF,220,540,,0,2,
ELDR,BCF,449,540,1584,0,1,
ELDR,BCF,452,540,,0,3,
ELDR,BCF,476,540,1660,0,1,
ELDR,BCF,478,540,1563,1,1,5199
ELDR,BCF,491,540,1779,0,1,
ELDR,BCF,491,540,1520,0,1,
ELDR,BCF,476,541,1763,0,1,
ELDR,BCF,491,541,1698,0,1,
ELDR,BCF,491,541,1660,0,1,
ELDR,BCF,491,542,1645,0,1,
ELDR,BCF,516,542,1580,1,1,
ELDR,BCF,441,545,1590,0,1,
ELDR,BCF,449,545,1748,0,1,
ELDR,BCF,460,545,1838,0,1,5920
ELDR,BCF,476,545,1746,1,1,
ELDR,BCF,491,545,1850,0,1,
ELDR,BCF,491,545,1810,0,1,
ELDR,BCF,554,545,1756,0,1,
ELDR,BCF,99,546,,0,1,5341
ELDR,BCF,141,546,,0,1,5041
ELDR,BCF,441,546,1444,1,1,
ELDR,BCF,514,546,1792,0,1,
ELDR,BCF,471,547,1658,0,1,6113
ELDR,BCF,476,547,1696,0,1,
ELDR,BCF,478,547,1654,1,1,5452
ELDR,BCF,25,550,,0,1,
ELDR,BCF,89,550,,0,4,
ELDR,BCF,96,550,,0,1,
ELDR,BCF,98,550,,0,3,
ELDR,BCF,99,550,,0,1,
ELDR,BCF,107,550,,0,1,
ELDR,BCF,109,550,,0,1,
ELDR,BCF,141,550,,0,3,
ELDR,BCF,152,550,,0,1,
ELDR,BCF,154,550,,0,2,
ELDR,BCF,177,550,,0,1,
ELDR,BCF,205,550,,0,1,
ELDR,BCF,443,550,,0,1,
ELDR,BCF,452,550,,0,1,
ELDR,BCF,476,550,1800,0,1,
ELDR,BCF,491,550,1931,0,1,
ELDR,BCF,491,550,1875,0,1,
ELDR,BCF,491,550,1610,0,1,
ELDR,BCF,476,553,1685,0,1,
ELDR,BCF,491,553,1735,0,1,
ELDR,BCF,547,553,1660,0,1,
ELDR,BCF,449,556,1722,0,1,
ELDR,BCF,476,556,1740,0,1,
ELDR,BCF,491,556,1810,0,1,
ELDR,BCF,514,558,1960,0,1,
ELDR,BCF,66,560,,0,1,
ELDR,BCF,76,560,,0,1,
ELDR,BCF,78,560,,0,2,
ELDR,BCF,85,560,,0,1,
ELDR,BCF,89,560,,0,7,
ELDR,BCF,98,560,,0,3,
ELDR,BCF,99,560,,0,1,
ELDR,BCF,141,560,,0,2,
ELDR,BCF,452,560,,0,1,
ELDR,BCF,478,560,1507,1,1,5246
ELDR,BCF,476,561,1878,0,1,
ELDR,BCF,460,562,1845,0,1,
ELDR,BCF,491,562,1860,0,1,
ELDR,BCF,491,563,1798,0,1,
ELDR,BCF,491,563,1956,0,1,
ELDR,BCF,554,563,1926,0,1,
ELDR,BCF,478,565,1667,1,1,
ELDR,BCF,499,565,1706,1,1,
ELDR,BCF,476,566,1990,0,1,5997
ELDR,BCF,491,566,1870,0,1,
ELDR,BCF,555,566,1806,0,1,
ELDR,BCF,554,567,1808,0,1,
ELDR,BCF,463,568,1895,0,1,
ELDR,BCF,471,568,1940,0,1,
ELDR,BCF,478,568,1702,1,1,
ELDR,BCF,22,570,,0,1,
ELDR,BCF,89,570,,0,2,
ELDR,BCF,96,570,,0,1,
ELDR,BCF,98,570,,0,7,
ELDR,BCF,141,570,,0,1,
ELDR,BCF,149,570,,0,2,
ELDR,BCF,154,570,,0,1,
ELDR,BCF,215,570,,0,1,
ELDR,BCF,220,570,,0,1,
ELDR,BCF,476,570,1840,0,1,6218
ELDR,BCF,478,570,2000,1,1,
ELDR,BCF,554,571,1865,0,1,
ELDR,BCF,514,572,1662,0,1,
ELDR,BCF,491,573,1960,0,1,
ELDR,BCF,478,574,1772,1,1,
ELDR,BCF,449,575,2100,0,1,
ELDR,BCF,476,575,1860,0,1,
ELDR,BCF,491,575,2152,0,1,
ELDR,BCF,514,575,1872,0,1,
ELDR,BCF,516,575,1744,1,1,
ELDR,BCF,478,577,2038,1,1,5393
ELDR,BCF,41,580,,0,1,5968
ELDR,BCF,89,580,,0,3,
ELDR,BCF,96,580,,0,1,
ELDR,BCF,98,580,,0,1,
ELDR,BCF,99,580,,0,2,
ELDR,BCF,443,580,,0,1,
ELDR,BCF,494,580,2080,0,1,
ELDR,BCF,476,581,1861,0,1,
ELDR,BCF,499,582,1940,1,1,
ELDR,BCF,499,582,2174,1,1,
ELDR,BCF,476,583,1948,0,1,
ELDR,BCF,441,585,270,0,1,
ELDR,BCF,476,585,1934,0,1,
ELDR,BCF,478,585,1952,1,1,5470
ELDR,BCF,478,585,1908,1,1,
ELDR,BCF,478,587,2684,1,1,
ELDR,BCF,476,588,2062,0,1,
ELDR,BCF,43,590,,0,1,
ELDR,BCF,76,590,,0,1,
ELDR,BCF,89,590,,0,1,
ELDR,BCF,98,590,,0,1,
ELDR,BCF,499,591,1770,1,1,
ELDR,BCF,441,595,2030,0,1,
ELDR,BCF,96,600,,0,1,
ELDR,BCF,98,600,,0,2,
ELDR,BCF,177,600,,0,1,
ELDR,BCF,43,610,,0,1,
ELDR,BCF,89,610,,0,4,
ELDR,BCF,98,610,,0,1,
ELDR,BCF,476,610,2300,1,1,
ELDR,BCF,516,614,2120,1,1,
ELDR,BCF,471,615,2366,0,1,4512
ELDR,BCF,89,620,,0,1,
ELDR,BCF,98,620,,0,1,
ELDR,BCF,149,620,,1,1,
ELDR,BCF,89,630,,0,1,
ELDR,BCF,89,637,,1,1,
ELDR,BCF,467,630,,1,1,
ELDR,BCF,476,631,2738,0,1,
ELDR,BCF,491,635,2828,1,1,
ELDR,BCF,89,643,,1,1,
ELDR,BCF,89,644,,1,1,
ELDR,BCF,98,640,,1,1,
ELDR,BCF,98,640,,1,1,
ELDR,BCF,528,650,2899,1,1,
ELDR,BCF,89,663,,1,1,
ELDR,BCF,117,667,,1,1,
ELDR,BCF,22,670,,1,1,
ELDR,BCF,89,690,,1,1,
ELDR,BCF,98,690,,1,1,
ELDR,BCF,89,710,,1,1,
ELDR,BCF,89,720,,1,1,
ELDR,BCF,89,850,,1,1,
ELDR,BCF,478,860,7784,1,1,
ELDR,BCF,40,880,,1,1,
ELDR,BCF,55,880,,1,1,
TCRR,BCF,51,440,,1,1,
TCRR,BCF,72,430,,1,1,
TCRR,BCF,73,530,,0,1,7210
TCRR,BCF,91,290,,1,1,
TCRR,BCF,93,500,,1,1,
TCRR,BCF,93,470,,1,1,
TCRR,BCF,93,640,,1,1,
TCRR,BCF,111,320,,1,1,
TCRR,BCF,114,450,,1,1,
TCRR,BCF,115,670,,0,1,6806
TCRR,BCF,115,480,,1,1,
TCRR,BCF,115,580,,1,1,
TCRR,BCF,125,540,,1,1,
TCRR,BCF,125,490,,0,1,7572
TCRR,BCF,125,480,,1,1,
TCRR,BCF,125,530,,1,1,
TCRR,BCF,125,510,,1,1,
TCRR,BCF,125,520,,1,1,
TCRR,BCF,125,490,,1,1,
TCRR,BCF,125,460,,1,1,
TCRR,BCF,125,490,,1,1,
TCRR,BCF,127,300,,1,1,
TCRR,BCF,129,710,,1,1,
TCRR,BCF,134,610,,1,1,
TCRR,BCF,144,580,,1,1,
TCRR,BCF,144,650,,1,1,
TCRR,BCF,144,500,,1,1,
TCRR,BCF,144,510,,1,1,
TCRR,BCF,144,590,,1,1,
TCRR,BCF,147,500,,1,1,
TCRR,BCF,147,500,,1,1,
TCRR,BCF,147,480,,1,1,
TCRR,BCF,147,700,,1,1,
TCRR,BCF,147,510,,1,1,
TCRR,BCF,147,520,,1,1,
TCRR,BCF,149,700,,1,1,
TCRR,BCF,150,630,,1,1,
TCRR,BCF,150,480,,1,1,
TCRR,BCF,155,490,,0,1,
TCRR,BCF,155,490,,0,1,
TCRR,BCF,155,660,,0,1,7287
TCRR,BCF,155,810,,1,1,
TCRR,BCF,155,760,,1,1,
TCRR,BCF,155,640,,1,1,
TCRR,BCF,155,630,,0,1,
TCRR,BCF,155,470,,0,1,
TCRR,BCF,155,310,,0,1,
TCRR,BCF,155,640,,1,1,
TCRR,BCF,155,290,,0,1,
TCRR,BCF,155,630,,1,1,
TCRR,BCF,155,590,,1,1,
TCRR,BCF,155,650,,0,1,
TCRR,BCF,157,520,,1,1,
TCRR,BCF,157,320,,1,1,
TCRR,BCF,158,450,,1,1,
TCRR,BCF,158,580,,1,1,
TCRR,BCF,164,480,,0,1,
TCRR,BCF,164,720,,1,1,
TCRR,BCF,164,600,,0,1,6993
TCRR,BCF,164,660,,1,1,
TCRR,BCF,164,620,,0,1,
TCRR,BCF,164,590,,1,1,
TCRR,BCF,164,290,,0,1,
TCRR,BCF,164,570,,1,1,
TCRR,BCF,164,600,,1,1,
TCRR,BCF,164,400,,1,1,
TCRR,BCF,166,570,,0,1,
TCRR,BCF,166,640,,0,1,6552
TCRR,BCF,166,360,,1,1,
TCRR,BCF,166,280,,0,1,
TCRR,BCF,168,510,,1,1,
TCRR,BCF,168,610,,1,1,
TCRR,BCF,168,630,,1,1,
TCRR,BCF,170,270,,1,1,
TCRR,BCF,172,640,,1,1,
TCRR,BCF,172,540,,0,1,7262
TCRR,BCF,172,440,,1,1,
TCRR,BCF,173,300,,1,1,
TCRR,BCF,173,630,,1,1,
TCRR,BCF,173,490,,1,1,
TCRR,BCF,173,590,,1,1,
TCRR,BCF,173,600,,1,1,
TCRR,BCF,173,300,,1,1,
TCRR,BCF,178,420,,0,1,8002
TCRR,BCF,178,500,,0,1,
TCRR,BCF,178,490,,0,1,
TCRR,BCF,178,310,,0,1,
TCRR,BCF,178,530,,0,1,6637
TCRR,BCF,178,510,,0,1,
TCRR,BCF,178,470,,0,1,
TCRR,BCF,178,480,,0,1,
TCRR,BCF,178,480,,0,1,
TCRR,BCF,178,510,,0,1,
TCRR,BCF,181,690,,0,1,8422
TCRR,BCF,182,270,,1,1,
TCRR,BCF,182,580,,1,1,
TCRR,BCF,182,520,,1,1,
TCRR,BCF,184,500,,0,1,
TCRR,BCF,184,270,,0,1,
TCRR,BCF,185,290,,1,1,
TCRR,BCF,185,420,,0,1,7676
TCRR,BCF,185,480,,0,1,
TCRR,BCF,185,310,,1,1,
TCRR,BCF,185,600,,1,1,
TCRR,BCF,185,580,,1,1,
TCRR,BCF,191,270,,0,1,
TCRR,BCF,197,560,,1,1,
TCRR,BCF,197,280,,1,1,
TCRR,BCF,202,730,,0,1,
TCRR,BCF,202,639,,0,1,8266
TCRR,BCF,202,820,,1,1,
TCRR,BCF,202,620,,1,1,
TCRR,BCF,202,640,,1,1,
TCRR,BCF,202,620,,1,1,
TCRR,BCF,202,320,,0,1,
TCRR,BCF,202,380,,1,1,
TCRR,BCF,202,310,,0,1,
TCRR,BCF,202,778,,0,1,4978
TCRR,BCF,202,690,,1,1,
TCRR,BCF,202,410,,1,1,
TCRR,BCF,202,650,,1,1,
TCRR,BCF,202,730,,1,1,
TCRR,BCF,202,700,,0,1,6511
TCRR,BCF,202,680,,1,1,
TCRR,BCF,202,570,,0,1,7152
TCRR,BCF,202,490,,0,1,8025
TCRR,BCF,202,530,,0,1,
TCRR,BCF,202,760,,1,1,
TCRR,BCF,202,830,,1,1,
TCRR,BCF,202,790,,1,1,
TCRR,BCF,202,560,,1,1,
TCRR,BCF,202,270,,0,1,
TCRR,BCF,202,670,,1,1,
TCRR,BCF,202,590,,1,1,
TCRR,BCF,202,630,,1,1,
TCRR,BCF,202,740,,1,1,
TCRR,BCF,202,620,,0,1,
TCRR,BCF,202,720,,1,1,
TCRR,BCF,202,660,,1,1,
TCRR,BCF,202,510,,0,1,
TCRR,BCF,202,450,,1,1,
TCRR,BCF,202,480,,0,1,
TCRR,BCF,202,440,,1,1,
TCRR,BCF,202,360,,1,1,
TCRR,BCF,202,500,,0,1,
TCRR,BCF,202,590,,1,1,
TCRR,BCF,202,660,,0,1,7654
TCRR,BCF,202,680,,1,1,
TCRR,BCF,202,440,,1,1,
TCRR,BCF,202,290,,0,1,
TCRR,BCF,202,420,,0,1,7059
TCRR,BCF,202,670,,1,1,
TCRR,BCF,202,430,,0,1,
TCRR,BCF,202,360,,1,1,
TCRR,BCF,202,650,,1,1,
TCRR,BCF,202,640,,1,1,
TCRR,BCF,202,740,,1,1,
TCRR,BCF,202,690,,1,1,
TCRR,BCF,202,880,,1,1,
TCRR,BCF,202,490,,0,1,8145
TCRR,BCF,202,920,,1,1,
TCRR,BCF,202,950,,1,1,
TCRR,BCF,205,500,,0,1,
TCRR,BCF,208,300,,0,1,
TCRR,BCF,208,320,,0,1,
TCRR,BCF,208,250,,1,1,
TCRR,BCF,208,280,,1,1,
TCRR,BCF,208,280,,0,1,
TCRR,BCF,208,310,,0,1,
TCRR,BCF,208,270,,0,1,
TCRR,BCF,208,300,,1,1,
TCRR,BCF,208,300,,0,1,
TCRR,BCF,208,290,,0,1,
TCRR,BCF,208,260,,1,1,
TCRR,BCF,208,310,,1,1,
TCRR,BCF,208,300,,0,1,
TCRR,BCF,208,440,,1,1,
TCRR,BCF,208,290,,0,1,
TCRR,BCF,208,310,,1,1,
TCRR,BCF,208,300,,0,1,
TCRR,BCF,208,290,,0,1,
TCRR,BCF,209,280,,1,1,
TCRR,BCF,210,610,,0,1,7248
TCRR,BCF,210,410,,1,1,
TCRR,BCF,210,510,,0,1,
TCRR,BCF,235,290,,0,1,
TCRR,BCF,235,430,,1,1,
TCRR,BCF,235,260,,0,1,
TCRR,BCF,235,510,,0,1,7014
TCRR,BCF,235,630,,1,1,
TCRR,BCF,235,610,,1,1,
TCRR,BCF,235,640,,1,1,
TCRR,BCF,235,570,,1,1,
TCRR,BCF,235,600,,1,1,
TCRR,BCF,235,880,,1,1,
TCRR,BCF,235,310,,0,1,
TCRR,BCF,235,290,,0,1,
TCRR,BCF,235,290,,0,1,
TCRR,BCF,235,300,,0,1,
TCRR,BCF,235,780,,0,1,6668
TCRR,BCF,235,710,,1,1,
TCRR,BCF,235,710,,1,1,
TCRR,BCF,235,570,,1,1,
TCRR,BCF,235,630,,1,1,
TCRR,BCF,235,460,,0,1,
TCRR,BCF,235,480,,0,1,
TCRR,BCF,235,290,,0,1,
TCRR,BCF,235,290,,0,1,
TCRR,BCF,235,300,,0,1,
TCRR,BCF,235,280,,0,1,
TCRR,BCF,235,280,,0,1,
TCRR,BCF,235,320,,0,1,
TCRR,BCF,235,290,,0,1,
TCRR,BCF,236,610,,1,1,
TCRR,BCF,236,510,,0,1,
TCRR,BCF,236,300,,0,1,
TCRR,BCF,236,620,,1,1,
TCRR,BCF,236,470,,0,1,
TCRR,BCF,236,570,,1,1,
TCRR,BCF,236,350,,0,1,7460
TCRR,BCF,236,300,,0,1,
TCRR,BCF,236,310,,0,1,
TCRR,BCF,242,306,,1,1,
TCRR,BCF,242,297,,0,1,
TCRR,BCF,242,310,,0,1,
TCRR,BCF,242,290,,1,1,
TCRR,BCF,242,270,,0,1,
TCRR,BCF,250,510,,0,1,
TCRR,BCF,255,270,,0,1,
TCRR,BCF,263,710,,0,1,
TCRR,BCF,263,690,,0,1,7831
TCRR,BCF,263,640,,0,1,
TCRR,BCF,263,570,,0,1,
TCRR,BCF,263,500,,0,1,
TCRR,BCF,263,620,,0,1,
TCRR,BCF,263,660,,0,1,8497
TCRR,BCF,263,530,,1,1,
TCRR,BCF,263,620,,0,1,
TCRR,BCF,263,640,,0,1,
TCRR,BCF,263,580,,0,1,
TCRR,BCF,263,660,,0,1,8497
TCRR,BCF,263,470,,0,1,
TCRR,BCF,263,760,,1,1,
TCRR,BCF,263,610,,0,1,
TCRR,BCF,263,640,,0,1,
TCRR,BCF,263,580,,0,1,
TCRR,BCF,263,580,,0,1,
TCRR,BCF,263,790,,1,1,
TCRR,BCF,263,580,,0,1,
TCRR,BCF,263,550,,0,1,
TCRR,BCF,263,820,,0,1,7849
TCRR,BCF,263,350,,1,1,
TCRR,BCF,263,620,,0,1,
TCRR,BCF,263,400,,0,1,
TCRR,BCF,263,830,,1,1,
TCRR,BCF,263,650,,0,1,
TCRR,BCF,263,770,,1,1,
TCRR,BCF,263,510,,0,1,
TCRR,BCF,263,610,,0,1,
TCRR,BCF,263,610,,0,1,
TCRR,BCF,263,690,,0,1,
TCRR,BCF,263,680,,0,1,6748
TCRR,BCF,263,580,,0,1,
TCRR,BCF,263,860,,1,1,
TCRR,BCF,263,660,,0,1,
TCRR,BCF,263,620,,0,1,8430
TCRR,BCF,263,770,,1,1,
TCRR,BCF,263,590,,0,1,
TCRR,BCF,263,410,,0,1,
TCRR,BCF,263,410,,0,1,
TCRR,BCF,263,820,,1,1,
TCRR,BCF,263,670,,0,1,8014
TCRR,BCF,263,740,,1,1,
TCRR,BCF,263,590,,0,1,
TCRR,BCF,263,670,,0,1,
TCRR,BCF,263,790,,0,1,7841
TCRR,BCF,263,690,,0,1,
TCRR,BCF,263,730,,0,1,
TCRR,BCF,263,660,,0,1,7610
TCRR,BCF,263,710,,0,1,7561
TCRR,BCF,263,620,,0,1,
TCRR,BCF,263,700,,0,1,
TCRR,BCF,263,470,,0,1,
TCRR,BCF,263,490,,0,1,
TCRR,BCF,263,570,,0,1,
TCRR,BCF,263,680,,0,1,
TCRR,BCF,263,350,,1,1,
TCRR,BCF,264,670,,0,1,
TCRR,BCF,264,600,,0,1,
TCRR,BCF,264,660,,0,1,
TCRR,BCF,264,780,,1,1,
TCRR,BCF,264,720,,0,1,
TCRR,BCF,264,690,,0,1,
TCRR,BCF,264,680,,0,1,
TCRR,BCF,264,710,,0,1,
TCRR,BCF,268,480,,0,1,
TCRR,BCF,268,510,,0,1,
TCRR,BCF,270,280,,0,1,
TCRR,BCF,270,270,,0,1,
TCRR,BCF,270,280,,0,1,
TCRR,BCF,270,270,,1,1,
TCRR,BCF,270,310,,0,1,
TCRR,BCF,270,280,,0,1,
TCRR,BCF,270,280,,0,1,
TCRR,BCF,270,250,,1,1,
TCRR,BCF,270,290,,0,1,
TCRR,BCF,270,270,,0,1,
TCRR,BCF,270,250,,1,1,
TCRR,BCF,270,280,,0,1,
TCRR,BCF,270,440,,0,1,
TCRR,BCF,270,670,,0,1,
TCRR,BCF,270,610,,0,1,
TCRR,BCF,278,550,,0,1,6591
TCRR,BCF,278,280,,0,1,
TCRR,BCF,278,490,,0,1,
TCRR,BCF,278,320,,0,1,
TCRR,BCF,278,420,,0,1,7121
TCRR,BCF,278,660,,0,1,
TCRR,BCF,278,460,,0,1,
TCRR,BCF,278,300,,0,1,
TCRR,BCF,278,300,,0,1,
TCRR,BCF,279,600,,0,1,
TCRR,BCF,279,190,,0,1,
TCRR,BCF,279,280,,0,1,
TCRR,BCF,279,580,,0,1,
TCRR,BCF,279,410,,0,1,
TCRR,BCF,279,290,,0,1,
TCRR,BCF,281,480,,0,1,
TCRR,BCF,281,810,,0,1,7807
TCRR,BCF,281,280,,0,1,
TCRR,BCF,281,490,,0,1,
TCRR,BCF,281,490,,0,1,
